County,Name,Population,Median Age,Household Income,Per Capita Income,Poverty Count,Poverty Rate
175,"Transylvania County, North Carolina",32894.0,49.7,41781.0,23757.0,4557.0,13.853590320423178
013,"Beaufort County, North Carolina",47575.0,44.2,40429.0,21636.0,9875.0,20.75669994745139
047,"Columbus County, North Carolina",57761.0,40.7,35761.0,19275.0,13758.0,23.818839701528713
109,"Lincoln County, North Carolina",78761.0,41.3,48940.0,25550.0,12185.0,15.470854864717309
123,"Montgomery County, North Carolina",27707.0,40.0,31830.0,18865.0,6828.0,24.643591872090084
135,"Orange County, North Carolina",136057.0,33.2,55569.0,34465.0,22424.0,16.481327678840486
153,"Richmond County, North Carolina",46534.0,39.0,32384.0,17236.0,11727.0,25.200928353461986
163,"Sampson County, North Carolina",63687.0,38.5,36496.0,19479.0,14337.0,22.511658580244006
171,"Surry County, North Carolina",73486.0,41.6,35641.0,20219.0,14383.0,19.57243556595814
011,"Avery County, North Carolina",17756.0,42.5,36969.0,21598.0,2806.0,15.803108808290155
021,"Buncombe County, North Carolina",241801.0,40.8,44713.0,26159.0,40206.0,16.62772279684534
025,"Cabarrus County, North Carolina",181415.0,37.0,53551.0,25247.0,23799.0,13.11854036325552
131,"Northampton County, North Carolina",21645.0,46.1,31433.0,17919.0,5478.0,25.308385308385308
147,"Pitt County, North Carolina",170485.0,31.2,40718.0,23029.0,39860.0,23.38035604305364
033,"Caswell County, North Carolina",23462.0,43.8,35315.0,17975.0,5014.0,21.370727133236723
059,"Davie County, North Carolina",41339.0,43.1,50139.0,26319.0,5457.0,13.200609593846005
057,"Davidson County, North Carolina",162975.0,40.6,43083.0,22549.0,26105.0,16.017794140205552
061,"Duplin County, North Carolina",59169.0,37.8,34433.0,17122.0,15301.0,25.859825246328313
063,"Durham County, North Carolina",276494.0,33.7,51853.0,29347.0,48737.0,17.626783944678728
091,"Hertford County, North Carolina",24516.0,41.4,33406.0,17863.0,5671.0,23.131832272801436
105,"Lee County, North Carolina",58735.0,37.1,44819.0,21449.0,10863.0,18.49493487698987
129,"New Hanover County, North Carolina",206403.0,37.6,49835.0,29679.0,34053.0,16.498306710658277
141,"Pender County, North Carolina",53412.0,41.5,44524.0,23526.0,10044.0,18.804762974612448
041,"Delaware County, Oklahoma",41394.0,45.2,36588.0,21109.0,8658.0,20.916074793448328
045,"Ellis County, Oklahoma",4120.0,44.6,47344.0,27183.0,652.0,15.825242718446601
051,"Grady County, Oklahoma",52855.0,38.2,49637.0,23500.0,7239.0,13.695960647053258
119,"Payne County, Oklahoma",77897.0,27.0,36812.0,20868.0,17968.0,23.066356855848106
125,"Pottawatomie County, Oklahoma",70144.0,37.4,42764.0,20937.0,12378.0,17.646555656934307
037,"Creek County, Oklahoma",70246.0,40.2,43026.0,22327.0,10208.0,14.531788286877545
141,"Tillman County, Oklahoma",7898.0,40.4,36354.0,18035.0,1529.0,19.35933147632312
149,"Washita County, Oklahoma",11631.0,39.3,46686.0,23811.0,1866.0,16.04333247356203
033,"Cotton County, Oklahoma",6166.0,40.2,46317.0,21452.0,882.0,14.304249108011676
075,"Kiowa County, Oklahoma",9389.0,42.3,36281.0,23576.0,2066.0,22.00447331984237
079,"Le Flore County, Oklahoma",50062.0,39.3,36542.0,18141.0,10812.0,21.597219447884623
089,"McCurtain County, Oklahoma",33143.0,38.8,31790.0,17615.0,8480.0,25.586096611652536
093,"Major County, Oklahoma",7604.0,43.0,49905.0,27168.0,949.0,12.480273540241978
097,"Mayes County, Oklahoma",41110.0,39.4,42751.0,20585.0,7974.0,19.39674045244466
109,"Oklahoma County, Oklahoma",732118.0,34.2,45215.0,26561.0,132490.0,18.096809530704068
039,"Custer County, Oklahoma",28092.0,30.6,44972.0,23261.0,5089.0,18.115477716075752
085,"Love County, Oklahoma",9496.0,39.8,43260.0,19910.0,1561.0,16.438500421229993
009,"Beckham County, Oklahoma",22715.0,35.0,48989.0,23959.0,3127.0,13.766233766233766
023,"Choctaw County, Oklahoma",15167.0,40.7,30201.0,17739.0,4047.0,26.682930045493507
065,"Jackson County, Oklahoma",26280.0,34.0,42824.0,22925.0,4164.0,15.844748858447488
081,"Lincoln County, Oklahoma",34238.0,40.6,42668.0,21888.0,5392.0,15.748583445294702
117,"Pawnee County, Oklahoma",16592.0,41.7,44375.0,21220.0,2321.0,13.988669238187079
133,"Seminole County, Oklahoma",25443.0,39.3,33819.0,18321.0,5696.0,22.387297095468302
025,"Cimarron County, Oklahoma",2432.0,44.8,38301.0,23514.0,479.0,19.695723684210527
011,"Blaine County, Oklahoma",10198.0,40.4,44206.0,20242.0,1254.0,12.29652873112375
029,"Coal County, Oklahoma",5927.0,40.9,34867.0,19752.0,1264.0,21.326134638096846
053,"Grant County, Oklahoma",4522.0,45.3,46625.0,27469.0,386.0,8.536045997346307
073,"Kingfisher County, Oklahoma",15069.0,38.6,54666.0,25773.0,1233.0,8.182361138761696
087,"McClain County, Oklahoma",35155.0,38.3,54426.0,25293.0,4044.0,11.503342341061016
095,"Marshall County, Oklahoma",15860.0,43.6,37319.0,19583.0,2698.0,17.011349306431274
103,"Noble County, Oklahoma",11529.0,40.5,44842.0,21947.0,1598.0,13.860699106600746
105,"Nowata County, Oklahoma",10580.0,41.9,39430.0,19256.0,1714.0,16.200378071833647
131,"Rogers County, Oklahoma",87730.0,38.6,58525.0,27365.0,8002.0,9.121167217599453
135,"Sequoyah County, Oklahoma",41834.0,39.0,35742.0,18131.0,8842.0,21.13591815269876
003,"Alfalfa County, Oklahoma",5674.0,45.7,44811.0,22488.0,592.0,10.433556573845612
151,"Woods County, Oklahoma",8849.0,34.8,51619.0,26022.0,1199.0,13.549553621878179
027,"Cleveland County, Oklahoma",261047.0,32.7,54989.0,26920.0,32125.0,12.306213057418779
107,"Okfuskee County, Oklahoma",12268.0,40.3,35170.0,16528.0,3193.0,26.027062275839583
005,"Atoka County, Oklahoma",14070.0,39.4,37012.0,17842.0,2760.0,19.616204690831555
191,"Wayne County, North Carolina",123382.0,36.7,41731.0,21557.0,26555.0,21.522588384043054
061,"Union County, Oregon",25741.0,39.9,42542.0,22684.0,4672.0,18.150033021250145
047,"Marion County, Oregon",318441.0,35.3,46885.0,22001.0,57393.0,18.02311888230473
019,"Douglas County, Oregon",107286.0,46.4,40524.0,21870.0,19887.0,18.53643532240926
031,"Jefferson County, Oregon",21461.0,40.2,43373.0,21593.0,4074.0,18.98327198173431
053,"Polk County, Oregon",75930.0,37.5,52808.0,24426.0,12204.0,16.072698538127224
017,"Deschutes County, Oregon",160565.0,40.8,50209.0,27524.0,23144.0,14.414100208638246
043,"Linn County, Oregon",117648.0,39.1,46939.0,21500.0,20724.0,17.615259077927377
071,"Yamhill County, Oregon",99802.0,37.7,54535.0,24290.0,13784.0,13.811346466002686
001,"Baker County, Oregon",16055.0,47.9,41500.0,23234.0,2801.0,17.446278417938338
035,"Klamath County, Oregon",66211.0,42.0,39627.0,21489.0,12315.0,18.599628460527708
041,"Lincoln County, Oregon",46070.0,49.8,42365.0,25194.0,7307.0,15.860646841762536
003,"Benton County, Oregon",85989.0,32.3,48604.0,26738.0,18235.0,21.2062007931247
013,"Crook County, Oregon",20894.0,46.8,38795.0,20883.0,4036.0,19.31655020580071
055,"Sherman County, Oregon",1865.0,48.6,42639.0,24314.0,408.0,21.87667560321716
025,"Harney County, Oregon",7314.0,46.1,38113.0,20865.0,1334.0,18.238993710691823
045,"Malheur County, Oregon",30898.0,36.6,35578.0,16352.0,7647.0,24.749174703864327
063,"Wallowa County, Oregon",6924.0,51.5,41994.0,23131.0,917.0,13.243789716926631
069,"Wheeler County, Oregon",1292.0,55.5,37974.0,24575.0,197.0,15.24767801857585
049,"Morrow County, Oregon",11218.0,36.9,49940.0,20663.0,2011.0,17.92654662150116
011,"Coos County, Oregon",62753.0,47.6,37940.0,22239.0,10966.0,17.47486175959715
083,"Halifax County, North Carolina",54251.0,42.1,32329.0,17937.0,14422.0,26.583841772501888
001,"Alamance County, North Carolina",152472.0,38.8,43043.0,23166.0,27236.0,17.862951886247966
177,"Tyrrell County, North Carolina",4272.0,42.3,34216.0,16658.0,757.0,17.720037453183522
089,"Stark County, North Dakota",25666.0,37.2,62559.0,31412.0,1888.0,7.35603522169407
103,"Wells County, North Dakota",4220.0,51.4,44132.0,29301.0,368.0,8.72037914691943
013,"Burke County, North Dakota",2094.0,39.9,53693.0,32908.0,260.0,12.41642788920726
061,"Mountrail County, North Dakota",8280.0,36.0,68722.0,33803.0,1000.0,12.077294685990339
105,"Williams County, North Dakota",25024.0,35.6,76210.0,38738.0,2109.0,8.427909207161125
007,"Billings County, North Dakota",876.0,48.2,57083.0,37972.0,74.0,8.447488584474886
043,"Kidder County, North Dakota",2429.0,48.5,50000.0,28904.0,251.0,10.333470564018114
019,"Cavalier County, North Dakota",3952.0,50.8,55904.0,32028.0,187.0,4.731781376518219
037,"Grant County, North Dakota",2372.0,51.1,41694.0,28129.0,329.0,13.870151770657673
049,"McHenry County, North Dakota",5593.0,45.0,45343.0,28331.0,782.0,13.98176291793313
091,"Steele County, North Dakota",1976.0,46.9,55735.0,31455.0,121.0,6.123481781376518
005,"Benson County, North Dakota",6721.0,31.7,36491.0,18162.0,2384.0,35.470912066656744
045,"LaMoure County, North Dakota",4136.0,49.4,53691.0,31989.0,351.0,8.486460348162476
059,"Morton County, North Dakota",27874.0,39.3,60065.0,29389.0,2321.0,8.326756116811366
025,"Dunn County, North Dakota",3786.0,42.9,60500.0,33788.0,374.0,9.87849973586899
051,"McIntosh County, North Dakota",2791.0,52.3,36066.0,25427.0,368.0,13.185238265854533
063,"Nelson County, North Dakota",3101.0,51.8,49839.0,30432.0,230.0,7.416962270235408
079,"Rolette County, North Dakota",14176.0,30.5,31336.0,15502.0,5014.0,35.3696388261851
099,"Walsh County, North Dakota",11102.0,45.6,48592.0,29072.0,1150.0,10.358493965051341
009,"Bottineau County, North Dakota",6529.0,47.1,51667.0,31969.0,687.0,10.522285189156072
003,"Barnes County, North Dakota",11085.0,43.8,50274.0,31721.0,976.0,8.80469102390618
035,"Grand Forks County, North Dakota",67357.0,29.5,46745.0,27026.0,10042.0,14.908621227192423
053,"McKenzie County, North Dakota",7377.0,35.4,64866.0,33078.0,1000.0,13.555645926528399
055,"McLean County, North Dakota",9163.0,48.9,53565.0,30992.0,975.0,10.640619884317363
069,"Pierce County, North Dakota",4399.0,48.5,42975.0,23491.0,595.0,13.525801318481474
075,"Renville County, North Dakota",2512.0,44.7,60847.0,31178.0,172.0,6.8471337579617835
011,"Bowman County, North Dakota",3168.0,45.5,56964.0,32045.0,252.0,7.954545454545454
015,"Burleigh County, North Dakota",83906.0,36.9,61811.0,32876.0,6684.0,7.9660572545467545
047,"Logan County, North Dakota",1966.0,49.7,49076.0,27887.0,193.0,9.816887080366225
065,"Oliver County, North Dakota",1840.0,46.1,71250.0,32253.0,134.0,7.282608695652174
093,"Stutsman County, North Dakota",21046.0,41.8,50120.0,27351.0,2329.0,11.066235864297253
071,"Ramsey County, North Dakota",11473.0,42.2,48604.0,28081.0,1332.0,11.60986664342369
031,"Foster County, North Dakota",3355.0,46.1,50677.0,33063.0,364.0,10.849478390461996
039,"Griggs County, North Dakota",2370.0,54.3,45542.0,27197.0,160.0,6.751054852320675
165,"Scotland County, North Carolina",36201.0,38.2,29592.0,15679.0,11097.0,30.65384934117842
189,"Watauga County, North Carolina",51557.0,28.8,34293.0,21854.0,14420.0,27.96904397075082
083,"Sheridan County, North Dakota",1313.0,53.6,43250.0,29219.0,180.0,13.709063214013709
087,"Slope County, North Dakota",738.0,48.9,61667.0,30586.0,66.0,8.94308943089431
159,"Union County, Ohio",52683.0,37.1,65086.0,28852.0,3844.0,7.296471347493499
131,"Pike County, Ohio",28587.0,40.1,42165.0,20071.0,6593.0,23.06293070276699
125,"Paulding County, Ohio",19441.0,40.6,44861.0,22714.0,2628.0,13.517823157244997
061,"Hamilton County, Ohio",802481.0,37.2,48593.0,29681.0,140849.0,17.551692812664722
049,"Franklin County, Ohio",1181824.0,33.6,50877.0,28283.0,208639.0,17.653982318856276
101,"Marion County, Ohio",66323.0,40.2,42572.0,20624.0,11170.0,16.841819579934562
157,"Tuscarawas County, Ohio",92528.0,40.8,43739.0,21966.0,13303.0,14.377269583261283
169,"Wayne County, Ohio",114750.0,38.7,49135.0,23061.0,13737.0,11.97124183006536
015,"Brown County, Ohio",44604.0,40.3,44341.0,21206.0,6184.0,13.864227423549458
017,"Butler County, Ohio",369650.0,36.2,56610.0,26813.0,48678.0,13.168673069119437
067,"Harrison County, Ohio",15766.0,44.9,39002.0,21029.0,2833.0,17.96904731701129
083,"Knox County, Ohio",60925.0,39.3,49750.0,23878.0,8180.0,13.426343865408288
089,"Licking County, Ohio",167065.0,39.4,55114.0,26716.0,19567.0,11.712207823302307
139,"Richland County, Ohio",123387.0,41.2,41835.0,21932.0,18246.0,14.78761944127015
163,"Vinton County, Ohio",13365.0,39.8,36705.0,18101.0,2737.0,20.478862701084925
019,"Carroll County, Ohio",28689.0,43.7,43779.0,21783.0,4403.0,15.347345672557426
063,"Hancock County, Ohio",75239.0,38.4,49589.0,26139.0,10238.0,13.607304722284985
039,"Defiance County, Ohio",38911.0,39.2,47593.0,22739.0,5296.0,13.610547146051244
071,"Highland County, Ohio",43395.0,39.6,39091.0,19348.0,8360.0,19.26489226869455
069,"Henry County, Ohio",28164.0,39.8,49439.0,23347.0,3728.0,13.236756142593382
081,"Jefferson County, Ohio",68928.0,44.1,40577.0,22324.0,11092.0,16.092154131847725
133,"Portage County, Ohio",163387.0,36.9,52697.0,25332.0,25196.0,15.42105553073378
137,"Putnam County, Ohio",34339.0,39.4,61192.0,25481.0,2342.0,6.8202335536853145
013,"Belmont County, Ohio",69990.0,43.5,41534.0,22380.0,9609.0,13.729104157736819
027,"Clinton County, Ohio",42013.0,39.0,46048.0,22026.0,6725.0,16.00695022969081
047,"Fayette County, Ohio",28902.0,40.4,37619.0,20603.0,5686.0,19.673379004913155
127,"Perry County, Ohio",36051.0,38.8,41446.0,19372.0,6991.0,19.391972483426258
129,"Pickaway County, Ohio",55949.0,38.6,54003.0,23851.0,6829.0,12.20575881606463
097,"Madison County, Ohio",43221.0,39.6,54956.0,24014.0,4235.0,9.79847759191134
119,"Muskingum County, Ohio",85872.0,39.8,40524.0,20775.0,15056.0,17.533072479970187
143,"Sandusky County, Ohio",60619.0,41.1,46140.0,22799.0,8478.0,13.985714050050314
161,"Van Wert County, Ohio",28685.0,41.1,45355.0,22790.0,3509.0,12.232874324559875
167,"Washington County, Ohio",61600.0,43.0,42834.0,23496.0,9124.0,14.811688311688311
011,"Auglaize County, Ohio",45906.0,40.2,52239.0,25323.0,4001.0,8.71563630026576
037,"Darke County, Ohio",52666.0,40.7,43425.0,22511.0,7101.0,13.483082064329928
123,"Ottawa County, Ohio",41372.0,46.7,53202.0,27979.0,4486.0,10.84308227786909
065,"Hardin County, Ohio",31886.0,35.1,40415.0,19626.0,5354.0,16.79106818039265
079,"Jackson County, Ohio",33034.0,39.4,36356.0,19405.0,8028.0,24.302234061875644
077,"Huron County, Ohio",59390.0,38.0,49404.0,22257.0,7916.0,13.328843239602627
009,"Athens County, Ohio",64811.0,26.8,33823.0,17019.0,17499.0,27.000046288438693
001,"Adams County, Ohio",28406.0,40.4,35678.0,18235.0,6372.0,22.431880588608042
103,"Medina County, Ohio",173252.0,40.9,65951.0,30707.0,12637.0,7.293999492069355
095,"Lucas County, Ohio",439511.0,37.4,41556.0,23885.0,89289.0,20.31553248951676
121,"Noble County, Ohio",14639.0,44.4,38290.0,18853.0,1833.0,12.521347086549628
147,"Seneca County, Ohio",56376.0,39.2,43764.0,22075.0,8285.0,14.69596991627643
151,"Stark County, Ohio",375348.0,41.5,45641.0,24453.0,54747.0,14.5856645033409
031,"Coshocton County, Ohio",36862.0,41.3,41274.0,20526.0,6157.0,16.702837610547448
041,"Delaware County, Ohio",178139.0,37.5,89757.0,40189.0,8570.0,4.81084995424921
055,"Geauga County, Ohio",93610.0,43.5,67663.0,34455.0,7494.0,8.005554962076701
073,"Hocking County, Ohio",29268.0,41.9,42089.0,21037.0,4537.0,15.50157168238349
085,"Lake County, Ohio",229850.0,42.7,56018.0,29132.0,20874.0,9.081574940178378
141,"Ross County, Ohio",77802.0,39.9,43264.0,21310.0,14097.0,18.119071489164803
035,"Cuyahoga County, Ohio",1272533.0,40.4,43804.0,27423.0,228497.0,17.956076581118133
075,"Holmes County, Ohio",42841.0,29.9,45477.0,17177.0,6616.0,15.443150253262061
109,"Miami County, Ohio",102867.0,40.9,52040.0,25369.0,13185.0,12.817521654174808
025,"Clermont County, Ohio",198417.0,39.0,60365.0,28761.0,20014.0,10.08683731736696
045,"Fairfield County, Ohio",147110.0,38.7,58786.0,27031.0,17096.0,11.621235809938142
111,"Monroe County, Ohio",14646.0,45.1,40573.0,21487.0,2749.0,18.769629933087533
155,"Trumbull County, Ohio",208792.0,43.1,42880.0,22568.0,35569.0,17.035614391355992
173,"Wood County, Ohio",127325.0,35.1,52069.0,26326.0,17617.0,13.836245827606518
005,"Ashland County, Ohio",53234.0,39.9,46548.0,21940.0,8283.0,15.559604763872713
043,"Dewey County, Oklahoma",4800.0,42.3,46488.0,24860.0,664.0,13.833333333333334
059,"Harper County, Oklahoma",3710.0,40.0,46117.0,22675.0,543.0,14.63611859838275
083,"Logan County, Oklahoma",42871.0,37.0,53591.0,25620.0,5458.0,12.731216906533554
143,"Tulsa County, Oklahoma",609610.0,35.3,48181.0,27676.0,95328.0,15.637538754285528
147,"Washington County, Oklahoma",51329.0,40.5,48687.0,27053.0,7447.0,14.508367589471838
057,"Harmon County, Oklahoma",2894.0,40.9,26688.0,18582.0,796.0,27.505183137525915
061,"Haskell County, Oklahoma",12849.0,39.7,35334.0,18896.0,2204.0,17.153085843256285
111,"Okmulgee County, Oklahoma",39747.0,39.0,39156.0,19753.0,7491.0,18.846705411729186
113,"Osage County, Oklahoma",47800.0,41.6,44195.0,22353.0,6702.0,14.02092050209205
067,"Jefferson County, Oklahoma",6457.0,41.9,34701.0,19042.0,1296.0,20.07124051417067
047,"Garfield County, Oklahoma",60956.0,37.0,44530.0,24177.0,8235.0,13.509744733906425
049,"Garvin County, Oklahoma",27410.0,39.8,38245.0,21285.0,5140.0,18.752280189711783
121,"Pittsburg County, Oklahoma",45417.0,41.2,41252.0,21966.0,7936.0,17.47363322104058
123,"Pontotoc County, Oklahoma",37700.0,35.3,41881.0,22381.0,6848.0,18.16445623342175
129,"Roger Mills County, Oklahoma",3713.0,41.6,53885.0,27326.0,484.0,13.035281443576622
153,"Woodward County, Oklahoma",20483.0,36.4,51867.0,24922.0,2973.0,14.514475418639847
021,"Cherokee County, Oklahoma",47488.0,34.6,37260.0,18582.0,10383.0,21.86447102425876
073,"Pondera County, Montana",6166.0,42.9,41277.0,22256.0,1068.0,17.3207914369121
111,"Yellowstone County, Montana",150156.0,38.3,51342.0,27761.0,18027.0,12.00551426516423
063,"Missoula County, Montana",110243.0,34.3,46117.0,25764.0,17838.0,16.18061917763486
081,"Ravalli County, Montana",40423.0,46.4,38688.0,22872.0,6753.0,16.70583578655716
105,"Valley County, Montana",7465.0,45.9,47181.0,25685.0,977.0,13.087742799732084
013,"Cascade County, Montana",81621.0,38.8,44963.0,24727.0,11901.0,14.580806410115043
027,"Fergus County, Montana",11517.0,48.4,38344.0,24429.0,1552.0,13.475731527307458
033,"Garfield County, Montana",1145.0,45.3,45096.0,25921.0,120.0,10.480349344978166
061,"Mineral County, Montana",4219.0,51.0,33033.0,19859.0,756.0,17.918938136999287
069,"Petroleum County, Montana",538.0,48.2,41705.0,22714.0,59.0,10.966542750929367
077,"Powell County, Montana",7052.0,45.6,40802.0,19736.0,842.0,11.939875212705616
089,"Sanders County, Montana",11400.0,50.5,32881.0,19188.0,2465.0,21.62280701754386
109,"Wibaux County, Montana",928.0,49.7,41875.0,27492.0,120.0,12.931034482758621
031,"Gallatin County, Montana",91499.0,32.8,52833.0,28939.0,12333.0,13.478835834271413
059,"Meagher County, Montana",1905.0,44.4,38182.0,20288.0,253.0,13.280839895013123
009,"Carbon County, Montana",10126.0,48.7,47831.0,27599.0,1111.0,10.971755875962868
001,"Beaverhead County, Montana",9278.0,43.2,41614.0,22872.0,1316.0,14.184091399008407
029,"Flathead County, Montana",91536.0,41.7,46581.0,25790.0,12815.0,13.999956301345918
065,"Musselshell County, Montana",4729.0,48.2,43409.0,23022.0,606.0,12.814548530344682
083,"Harlan County, Nebraska",3445.0,50.0,45920.0,25322.0,407.0,11.81422351233672
185,"York County, Nebraska",13762.0,40.7,49633.0,28207.0,1137.0,8.261880540619096
019,"Buffalo County, Nebraska",46885.0,32.3,50963.0,24830.0,6046.0,12.895382318438733
037,"Colfax County, Nebraska",10495.0,34.8,51765.0,23751.0,1593.0,15.178656503096713
087,"Hitchcock County, Nebraska",2884.0,49.1,39702.0,23554.0,434.0,15.048543689320388
141,"Platte County, Nebraska",32350.0,38.7,51213.0,24219.0,3399.0,10.506955177743432
143,"Polk County, Nebraska",5342.0,45.7,52848.0,27639.0,431.0,8.06813927368027
013,"Box Butte County, Nebraska",11312.0,40.6,46373.0,25046.0,2650.0,23.426449787835928
017,"Brown County, Nebraska",3167.0,46.7,33647.0,21843.0,484.0,15.28260183138617
161,"Sheridan County, Nebraska",5390.0,46.5,38548.0,22551.0,845.0,15.677179962894249
109,"Lancaster County, Nebraska",289873.0,32.7,51574.0,27141.0,41919.0,14.4611605772183
129,"Nuckolls County, Nebraska",4462.0,49.7,37594.0,22448.0,485.0,10.869565217391305
007,"Banner County, Nebraska",816.0,49.2,36875.0,25814.0,126.0,15.441176470588236
063,"Frontier County, Nebraska",2568.0,45.0,50227.0,25262.0,288.0,11.214953271028037
055,"Douglas County, Nebraska",524697.0,33.7,53325.0,29180.0,73268.0,13.963868670870998
147,"Richardson County, Nebraska",8289.0,46.7,38582.0,23566.0,1392.0,16.7933405718422
151,"Saline County, Nebraska",14348.0,35.6,44109.0,20407.0,2228.0,15.528296626707554
173,"Thurston County, Nebraska",6915.0,28.6,41400.0,17106.0,1830.0,26.464208242950107
177,"Washington County, Nebraska",20234.0,40.8,65409.0,29328.0,1517.0,7.4972818029059995
031,"Cherry County, Nebraska",5735.0,45.1,45464.0,25213.0,723.0,12.606800348735833
053,"Dodge County, Nebraska",36675.0,40.1,48626.0,24588.0,3801.0,10.3640081799591
069,"Garden County, Nebraska",1966.0,53.1,39400.0,26715.0,179.0,9.104781281790437
123,"Morrill County, Nebraska",4958.0,43.6,43886.0,22543.0,667.0,13.45300524405002
127,"Nemaha County, Nebraska",7207.0,40.9,42672.0,25269.0,697.0,9.671153045650062
171,"Thomas County, Nebraska",734.0,48.4,55089.0,30116.0,56.0,7.629427792915531
043,"Dakota County, Nebraska",20920.0,32.6,47069.0,20179.0,3495.0,16.706500956022946
003,"Antelope County, Nebraska",6600.0,46.5,43518.0,25186.0,712.0,10.787878787878787
029,"Chase County, Nebraska",3984.0,43.3,45610.0,28241.0,499.0,12.525100401606426
035,"Clay County, Nebraska",6469.0,43.7,46784.0,23876.0,568.0,8.78033699180708
041,"Custer County, Nebraska",10872.0,44.8,44873.0,24615.0,1020.0,9.381898454746137
061,"Franklin County, Nebraska",3181.0,49.2,43011.0,26095.0,400.0,12.574662055957246
081,"Hamilton County, Nebraska",9090.0,42.9,56065.0,26715.0,902.0,9.922992299229923
095,"Jefferson County, Nebraska",7563.0,46.6,44843.0,24777.0,1005.0,13.288377627925426
101,"Keith County, Nebraska",8247.0,48.5,41970.0,25097.0,911.0,11.046441130107919
115,"Loup County, Nebraska",581.0,45.7,38125.0,21499.0,150.0,25.817555938037867
135,"Perkins County, Nebraska",2949.0,45.1,58625.0,27931.0,166.0,5.629026788741946
155,"Saunders County, Nebraska",20800.0,41.8,59870.0,30039.0,1648.0,7.923076923076923
157,"Scotts Bluff County, Nebraska",36883.0,38.9,43444.0,23220.0,4934.0,13.377436759482688
103,"Keya Paha County, Nebraska",698.0,53.3,36923.0,25251.0,108.0,15.472779369627506
105,"Kimball County, Nebraska",3779.0,45.8,42180.0,24565.0,484.0,12.807621063773485
111,"Lincoln County, Nebraska",36128.0,39.1,48158.0,26188.0,4000.0,11.071744906997342
139,"Pierce County, Nebraska",7211.0,41.9,51924.0,24830.0,393.0,5.450006933851061
165,"Sioux County, Nebraska",1229.0,49.9,42014.0,31517.0,114.0,9.275834011391375
021,"Burt County, Nebraska",6748.0,47.3,46817.0,25203.0,642.0,9.51393005334914
025,"Cass County, Nebraska",25222.0,41.5,64697.0,29638.0,1589.0,6.300055507096979
039,"Cuming County, Nebraska",9095.0,43.5,47500.0,24496.0,1035.0,11.379879054425508
051,"Dixon County, Nebraska",5953.0,41.0,47325.0,23769.0,652.0,10.952460944061817
057,"Dundy County, Nebraska",1994.0,47.8,47431.0,28502.0,158.0,7.923771313941826
075,"Grant County, Nebraska",614.0,47.1,44167.0,19968.0,111.0,18.078175895765472
077,"Greeley County, Nebraska",2507.0,46.3,44950.0,23833.0,298.0,11.886717191862784
079,"Hall County, Nebraska",59431.0,35.7,48712.0,23380.0,8007.0,13.47276673789773
085,"Hayes County, Nebraska",1142.0,45.8,49125.0,23749.0,67.0,5.866900175131349
131,"Otoe County, Nebraska",15727.0,42.1,50881.0,25855.0,1613.0,10.256247218159853
145,"Red Willow County, Nebraska",11015.0,42.4,42345.0,23320.0,1348.0,12.23785746709033
089,"Holt County, Nebraska",10435.0,45.8,44427.0,24120.0,1044.0,10.004791566842357
065,"Furnas County, Nebraska",4920.0,47.0,39603.0,22068.0,782.0,15.894308943089431
027,"Cedar County, Nebraska",8790.0,44.6,48038.0,25738.0,871.0,9.908987485779294
045,"Dawes County, Nebraska",9172.0,34.7,40359.0,21137.0,1553.0,16.931966855647623
097,"Johnson County, Nebraska",5182.0,44.2,42364.0,19435.0,570.0,10.999614048629873
033,"Cheyenne County, Nebraska",10022.0,39.9,51529.0,28296.0,1380.0,13.769706645380163
047,"Dawson County, Nebraska",24256.0,36.7,46078.0,20142.0,3521.0,14.51599604221636
071,"Garfield County, Nebraska",1947.0,50.5,41892.0,22092.0,247.0,12.68618387262455
117,"McPherson County, Nebraska",382.0,43.7,54926.0,25339.0,52.0,13.612565445026178
125,"Nance County, Nebraska",3707.0,45.4,44286.0,23684.0,455.0,12.274076072295657
167,"Stanton County, Nebraska",6148.0,39.5,51493.0,23131.0,518.0,8.425504229017566
175,"Valley County, Nebraska",4256.0,47.3,40445.0,23227.0,637.0,14.967105263157896
001,"Churchill County, Nevada",24572.0,39.2,49830.0,24716.0,3619.0,14.728145857073091
005,"Douglas County, Nevada",47035.0,47.9,60100.0,34123.0,4757.0,10.113745083448496
027,"Pershing County, Nevada",6752.0,40.4,52101.0,18203.0,879.0,13.018364928909953
011,"Eureka County, Nevada",1804.0,38.3,64632.0,28056.0,248.0,13.747228381374724
013,"Humboldt County, Nevada",16800.0,35.7,59472.0,26515.0,2023.0,12.041666666666666
033,"White Pine County, Nevada",10023.0,40.9,48586.0,24435.0,1171.0,11.683128803751371
007,"Elko County, Nevada",50023.0,33.3,70238.0,28358.0,4329.0,8.654019151190452
023,"Nye County, Nevada",43368.0,49.7,39876.0,21838.0,8111.0,18.702730123593433
029,"Storey County, Nevada",3981.0,54.4,61573.0,33472.0,433.0,10.876664154734991
005,"Cheshire County, New Hampshire",76896.0,41.3,55155.0,27874.0,8169.0,10.623439450686641
009,"Grafton County, New Hampshire",89166.0,41.4,54912.0,30738.0,9237.0,10.359329789381603
015,"Rockingham County, New Hampshire",296718.0,42.7,77348.0,38399.0,16237.0,5.472199192499275
019,"Sullivan County, New Hampshire",43398.0,44.6,54463.0,28582.0,4232.0,9.751601456288308
